instance,k,n,avg_degree,sparsity,is_connected,feasible,gap,success,n_seeds,success_std
pbm436,22,436,42.92201834862385,9.867130654856059,True,False,269.5079695079695,0.0,10,0.0
pbn423,22,423,42.874704491725765,10.159882580977671,True,False,275.8461538461539,0.0,10,0.0
pcb442,22,442,42.87782805429864,9.722863504376111,True,False,231.9114577179093,0.0,10,0.0
pka379,22,379,42.696569920844325,11.295388867948235,True,False,224.6773179781432,0.0,10,0.0
rbu737,22,737,43.37584803256445,5.8934576131201695,True,False,374.8212587484347,0.0,10,0.0
rbx711,22,711,43.30239099859353,6.09892830966106,True,False,362.13175816768296,0.0,10,0.0
xql662,22,662,43.21148036253776,6.537289010973943,True,False,394.0930382579155,0.0,10,0.0
bcl380,25,380,48.27894736842105,12.73850854048049,True,False,237.16224552745217,0.0,10,0.0
dkg813,25,813,49.27183271832718,6.067959694375268,True,False,365.37886185340443,0.0,10,0.0
gr666,25,666,49.05705705705706,7.377001061211587,True,False,279.1392665200801,0.0,10,0.0
lim963,25,963,49.360332294911736,5.131011673067748,True,False,436.6941556113302,0.0,10,0.0
pa561,25,561,49.04812834224599,8.758594346829641,True,False,inf,0.0,10,0.0
pbk411,25,411,48.28710462287105,11.777342590944158,True,False,237.36411020104242,0.0,10,0.0
pbl395,25,395,48.34936708860759,12.271412966651674,True,False,239.72677595628414,0.0,10,0.0
pbm436,25,436,48.58715596330275,11.169461140989139,True,False,240.8177408177408,0.0,10,0.0
pbn423,25,423,48.43971631205674,11.478605761150886,True,False,260.6080586080587,0.0,10,0.0
pcb442,25,442,48.37556561085973,10.969516011532818,True,False,211.4163614163614,0.0,10,0.0
pka379,25,379,48.221635883905016,12.7570465301336,True,False,201.9814300421952,0.0,10,0.0
rbu737,25,737,49.12347354138399,6.674384992035868,True,False,331.427481988236,0.0,10,0.0
rbx711,25,711,49.10829817158931,6.916661714308353,True,False,342.7145879969576,0.0,10,0.0
xql662,25,662,49.105740181268885,7.429007591719952,True,False,326.3496914926441,0.0,10,0.0
